serial_no , match_event_id , location_x , location_y , remaining_sec , distance_of_shot , remaining_min , power_of_shot , knockout_match , remaining_sec , distance_of_shot , team_id , match_id , type_of_combined_shot , type_of_shot , home/away , date of game , range_of_shot , area_of_shot , shot_basics , remaining_min , power_of_shot , knockout_match , game_season , shot_id_number , is_goal 
8900,249.576028,1,250,43,45,3,1,0,43,45,1610612747,20500802,3,27,47,789,4,0,1,3,1,0,9,8901,1
8901,74,194,163,38,45,2,1,0,38,45,1610612747,20500802,3,51,47,789,4,3,1,2,1,0,9,8902,0
8903,115,172,104,0,40,0,1,0,139.7856,40,1610612747,20500802,3,35,47,789,3,4,2,0,1,0,9,8904,0
8905,136,220,158,27,47,9,2,0,27,47,1610612747,20500802,3,39,47,789,4,3,1,9,2,0,9,8906,0
8906,157,172,91.1269335,12,40,7,2,0,12,40,1610612747,20500802,3,39,47,789,3,4,2,7,2,0,9,8907,0
8907,162,0,91.1269335,54,20,6,2,0,54,20,1610612747,20500802,4,39,47,789,1,0,3,6,2,0,9,8908,1
8908,167,-159,97,32,38,6,109.36,0,32,38.8018519,1610612747,20500802,3,48,47,1557,3,2,2,6,2,0,9,8909,0
8910,239,110,91.1269335,19,31,11,3,0,39.02730256,31,1610612747,20500802,3,39,38,789,2,4,2,11,3,0,9,8911,1
8911,271,123,115,37,36,7,3,0,55.2,36,1610612747,20500802,3,39,47,789,3,3,2,7,3,0,9,8912,1
8912,274,-194,176,12,46,7,3,0,12,46,1610612747,20500802,3,36,47,789,1,1,1,7,3,0,9,8913,1
8913,335,143,107,41,37,10,4,0,104.7856,37,1610612747,20500802,3,15,47,789,3,3,2,10,4,0,9,8914,0
8914,341,0,0,28.32938185,20,10,4,64.928,14,20,1610612747,20500802,4,39,47,789,1,0,3,10,4,0,9,8915,1
8915,350,-118,92,28.32938185,34,8,116.36,0,52,77.4,1610612747,20500802,3,39,47,789,2,2,2,8,4,0,9,8916,0
8916,353,-113,33,42,31,61.64,4,0,42,31,1610612747,20500802,3,15,47,789,2,2,2,8,4,0,9,8917,1
8918,360,7.383876043,2,12,38,8,15.6,0,12,26.728,1610612747,20500802,3,36,47,789,3,2,2,8,4,0,9,8919,1
8919,371,130,72,47,34,68.64,96.36,0,47,34,1610612747,20500802,3,21,47,789,2,4,2,6,4,0,9,8920,0
8920,382,-130,214,36,33.44888431,5,4,65.928,36,45,1610612747,20500802,3,48,47,789,4,1,1,5,4,0,9,8921,1
8921,392,163,202,58,45,4,4,0,58.7856,45,1610612747,20500802,3,36,47,789,4,3,1,4,4,0,9,8922,0
8922,399,0,0,33,20,109.64,4,0,33,20,1610612747,20500802,1,39,47,789,1,0,3,4,4,0,9,8923,1
8923,5,0,0,5,20,11,1,0,39.02730256,68.4,1610612747,20500813,4,39,13,790,1,0,3,11,1,0,9,8924,0
8924,58,169,117,57,40,48.64,42.36,0,57,71.4,1610612747,20500813,3,36,13,790,3,4,2,4,1,0,9,8925,1
8925,60,-135,163,26,41,4,1,32.8,26,41,1610612747,20500813,3,39,13,790,3,0,2,4,1,0,9,8926,0
8926,64,0,0,8,20,4,82.36,95.928,8,20,1610612747,20500813,4,39,13,790,1,0,3,4,1,0,9,8927,1
8927,68,128,143,32,39,3,1,16.59940165,32,39,1610612747,20500813,3,39,13,790,3,3,2,3,1,0,9,8928,0
8928,96,-94,258,55,47,0,76.36,62.608,55,95.728,1610612747,20500813,3,35,13,790,4,1,1,0,1,0,9,8929,1
8929,109,-105,153,47,38,11,2,71.928,47,38,1610612747,20500813,3,39,13,790,1,1,2,11,2,0,9,8930,0
8930,115,-172,91.1269335,6,46,24.64,2,0,52.2,108.4,1610612747,20500813,3,52,13,790,4,1,1,11,2,0,9,8931,1
8931,126,62,97,30,31,9,2,137.608,53.2,38.8018519,1610612747,20500813,3,5,13,790,2,4,4,9,2,0,9,8932,0
8932,134,164,187,0,44,9,2,89.8,111.7856,44,1610612747,20500813,3,39,13,790,4,3,1,9,2,0,9,8933,1
8933,137,118,-11,31,31,30.2,98.36,0,31,31,1610612747,20500813,3,39,13,790,2,4,2,8,2,0,9,8934,1
8934,190,115,3,19,31,4,2,0,111.2,31,1610612747,20500813,3,39,13,790,2,4,2,4,3,0,9,8935,0
8935,201,0,0,18,20,3,2,0,18,20,1610612747,20500813,3,4,13,790,1,0,3,3,2,0,9,8936,1
8936,220,-149,138,36,40,1,2,0,36,40,1610612747,20500813,3,39,13,790,3,1,2,1,2,0,9,8937,0
8937,229,0,0,28.32938185,20,0,2,0,58,20,1610612747,20500813,3,46,13,790,1,0,3,0,2,0,9,8938,1
8942,249.576028,-8,261,5,46,8,116.36,16.59940165,5,46,1610612747,20500813,3,49,13,790,4,0,1,8,4,0,9,8943,0
8944,402,204,130,50,44,6,4,0,50,103.4,1610612747,20500813,3,47,13,790,4,0,2,6,3,0,9,8945,1
8945,405,7.383876043,150,10,46,59.64,4,26.8,10,46,1610612747,20500813,3,36,13,790,4,1,1,6,3,0,9,8946,0
8946,415,-153,197,40,44,34.64,110.36,114.8,40,44,1610612747,20500813,3,39,13,1557,4,1,1,5,3,0,9,8947,0
8947,438,140,91.1269335,7,34,4,4,111.8,7,34,1610612747,20500813,3,39,13,790,2,4,2,4,4,0,9,8948,1
8950,457,-192,-3,41,39,18.20461483,43.36,0,41,39,1610612747,20500813,3,39,13,790,3,2,2,2,4,0,9,8951,0
8951,479,-191,8,42,39,1,15.99410934,18.8,28.2,39,1610612747,20500813,3,39,13,790,3,0,2,1,4,0,9,8952,0
8952,13,182,91.1269335,48,38,10,1,0,48,38,1610612747,20500826,3,30,24,1557,3,4,2,10,1,0,9,8953,0
8953,249.576028,0,0,47,20,8,1,0,47,20,1610612747,20500826,4,39,24,791,1,0,2,8,1,0,9,8954,0
8954,34,-168,217,32,47,8,1,0,128.7856,47,1610612747,20500826,3,24,24,791,4,1,1,8,1,0,9,8955,1
8955,45,151,210,50,45,6,15.99410934,0,50,105.4,1610612747,20500826,3,8,24,1557,4,3,1,6,1,0,9,8956,1
8956,49,177,199,19,46,84.64,1,0,19,46,1610612747,20500826,3,39,24,791,4,3,1,6,1,0,9,8957,0
8958,96,-159,201,52,45,1,63.36,0,52,45,1610612747,20500826,3,39,24,791,4,1,1,1,1,0,9,8959,0
8959,117,0,0,11,20,0,1,0,11,97.728,1610612747,20500826,4,39,24,791,1,0,3,0,3,0,9,8960,1
8960,168,-110,158,15,39,7,2,0,15,39,1610612747,20500826,3,36,24,791,3,1,2,7,2,0,9,8961,0
8961,176,0,0,45,20,37.64,114.36,0,45,20,1610612747,20500826,4,39,24,791,1,0,3,6,3,0,9,8962,1
8962,180,0,0,16,20,111.64,2,0,100.7856,20,1610612747,20500826,4,39,24,791,1,0,3,6,2,0,9,8963,1
8963,196,225,87,27,44,5,15.99410934,0,113.7856,44,1610612747,20500826,3,29,24,791,4,4,2,5,2,0,9,8964,1
8964,220,0,0,25,20,2,2,16.59940165,25,23.4,1610612747,20500826,4,39,24,791,1,0,3,2,2,0,9,8965,1
8965,222,143,91.1269335,59,46,1,115.36,39.8,59,46,1610612747,20500826,3,0,24,791,4,3,1,1,2,0,9,8966,0
8967,249.576028,108,230,46,45,7,3,0,46,45,1610612747,20500826,3,9,24,791,4,3,1,7,3,0,9,8968,0
8968,311,-130,81,24,35,5,3,0,24,38.8018519,1610612747,20500826,3,39,24,791,2,2,2,5,3,0,9,8969,0
8969,316,-54,71,53,28,4,3,81.608,107.7856,90.728,1610612747,20500826,3,39,24,791,2,2,4,4,3,0,9,8970,1
8970,341,0,0,58,20,2,3,0,58,20,1610612747,20500826,3,39,24,791,1,0,3,2,3,0,9,8971,0
8971,379,0,0,28,20,75.64,3,0,28,20,1610612747,20500826,3,4,24,791,1,0,3,0,3,0,9,8972,1
8973,249.576028,36,46,25,25,0,4,62.928,96.2,25,1610612747,20500826,3,10,24,791,1,0,4,0,4,0,9,8974,0
8975,4,74,135,29,35,21.64,15.99410934,0,29,35,1610612747,20500841,3,52,49,792,2,0,4,11,1,0,9,8976,1
8976,58,0,0,28.32938185,20,3,57.36,36.928,45,20,1610612747,20500841,4,39,49,792,1,0,3,3,1,0,9,8977,1
8977,92,-181,161,28.32938185,44,0,1,0,30,44,1610612747,20500841,3,54,49,792,4,1,1,0,1,0,9,8978,1
8980,216,-107,151,1,38,18.20461483,2,0,1,38,1610612747,20500841,3,39,49,792,3,1,2,0,2,0,9,8981,0
8981,253,174,176,46,44,7,3,0,46,76.4,1610612747,20500841,3,38,49,792,4,3,1,7,3,0,9,8982,1
8982,269,-158,201,47,45,6,39.36,0,47,45,1610612747,20500841,3,13,49,1557,4,1,1,6,3,0,9,8983,0
8983,299,7.383876043,-23,18,36,111.64,3,0,18,36,1610612747,20500841,3,38,49,792,3,4,2,3,3,0,9,8984,1
8984,362,-172,36,35,37,9,4,0,35,37,1610612747,20500841,3,48,49,792,3,2,2,9,4,0,9,8985,1
8985,384,151,232,26,47,7,4,0,26.2,74.4,1610612747,20500841,3,39,49,792,4,3,1,7,4,0,9,8986,0
8986,390,79,191,6,40,7,4,0,6,94.4,1610612747,20500841,3,35,49,792,3,3,2,0,4,0,9,8987,1
8987,394,-10,35,5,23,6,4,0,5,23,1610612747,20500841,2,39,49,792,1,0,3,6,4,0,9,8988,0
8988,409,-62,199,8,40,82.64,15.99410934,0,8,40,1610612747,20500841,3,20,49,792,3,0,2,5,3,0,9,8989,1
8989,413,204,141,26,44,4,73.36,0,26,44,1610612747,20500841,3,39,49,792,4,3,1,4,4,0,9,8990,0
8991,425,0,0,27,20,2,4,0,27,20,1610612747,20500841,3,46,49,792,1,0,3,2,4,0,9,8992,1
8992,432,102,184,53,41,1,4,0,59.7856,83.4,1610612747,20500841,3,10,49,792,3,0,2,1,4,0,9,8993,0
8993,442,-108,220,31,44,80.2,4,0,31,44,1610612747,20500841,3,36,49,792,4,1,1,0,4,0,9,8994,0
8996,103,179,26,28,38,0,1,0,28,38,1610612747,20500852,3,39,0,793,3,4,2,0,1,0,9,8997,0
8998,148,-123,-1,21,32,8,2,0,21,32,1610612747,20500852,3,39,0,793,2,2,2,8,2,0,9,8999,0
9002,163,0,0,6,33.44888431,6,25.36,77.35232,6,20,1610612747,20500852,4,39,0,793,1,0,3,6,2,0,9,9003,0
9003,169,-168,174,40,44,5,2,0,40,44,1610612747,20500852,3,16,0,793,4,1,1,5,2,0,9,9004,0
9004,172,7.383876043,0,45,20,4,2,0,45,20,1610612747,20500852,3,24,0,793,1,0,3,4,2,0,9,9005,0
9006,193,69,22,2,27,54.64,2,0,23.2,15.4,1610612747,20500852,3,52,0,793,1,0,4,0,2,0,9,9007,1
9007,205,-163,148,28.32938185,42,0,2,0,93.7856,42,1610612747,20500852,3,39,0,793,3,1,2,0,2,0,9,9008,0
9008,231,0,199,6,39,11,35.36,0,6,68.4,1610612747,20500852,3,21,0,793,3,0,2,11,3,0,9,9009,1
9009,249.576028,-204,36,34,40,10,3,99.608,34,40,1610612747,20500852,3,39,0,793,3,2,2,10,3,0,9,9010,1
9010,237,66,233,8,44,70.2,3,0,73.2,44,1610612747,20500852,3,39,0,793,1,0,1,10,3,0,9,9011,0
9011,244,-187,68,4,39,9,15.99410934,0,4,39,1610612747,20500852,3,39,0,793,3,2,2,9,3,0,9,9012,0
9013,272,-166,161,23,43,6,49.36,88.608,23,43,1610612747,20500852,3,39,0,793,3,1,2,6,3,0,9,9014,1
9014,290,54,209,46,41,4,3,0,46,41,1610612747,20500852,3,39,0,793,3,0,2,4,3,0,9,9015,1
9015,249.576028,-222,140,2,46,2,3,0,2,46,1610612747,20500852,3,39,0,793,4,0,1,0,3,0,9,9016,0
9016,396,67,219,32,42,6,4,0,32,42,1610612747,20500852,3,46,0,793,3,0,2,6,4,0,9,9017,1
9017,410,-54,23,48,25,4,87.36,0,48,21.4,1610612747,20500852,3,39,0,793,1,0,4,4,4,0,9,9018,0
9018,423,26,204,20,40,3,4,0,20,40,1610612747,20500852,3,5,0,793,3,0,2,3,4,0,9,9019,1
9019,427,7.383876043,91.1269335,46,29,2,69.36,0,61.2,29,1610612747,20500852,3,10,0,793,2,0,4,2,4,0,9,9020,0
9020,453,-138,91.1269335,46,44,82.7616,55.36,0,44.2,44,1610612747,20500852,3,39,0,793,4,1,1,0,4,0,9,9021,0
9021,466,7.383876043,153,4,44,0,4,0,4,44,1610612747,20500852,3,39,0,793,1,1,1,0,4,0,9,9022,0
9022,2,212,79,39,42,80.64,1,52.928,39,52.4,1610612747,20500865,3,36,30,794,3,4,2,11,1,0,9,9023,0
9024,77,179,197,33,46,54.64,1,0,33,18.4,1610612747,20500865,3,36,30,794,4,3,1,4,1,0,9,9025,1
9027,105,164,91.1269335,7,36,2,23.36,47.608,73.7856,36,1610612747,20500865,3,39,30,794,3,4,2,2,1,0,9,9028,0
9028,112,7.383876043,61,3,26,18.20461483,1,0,3,26,1610612747,20500865,3,39,30,1557,1,0,4,1,1,0,9,9029,1
9029,249.576028,-204,-1,2,40,0,109.36,127.928,94.2,38.8018519,1610612747,20500865,3,39,30,794,3,2,2,0,1,0,9,9030,1
9030,124,-161,242,28.32938185,49,0,1,66.8,0,49,1610612747,20500865,3,39,30,794,4,1,1,0,1,0,9,9031,0
9031,158,140,146,22,40,9,30.36,0,22,40,1610612747,20500865,3,36,30,794,3,3,2,9,3,0,9,9032,1
9032,168,186,-3,7,38,77.64,2,0,7,38,1610612747,20500865,3,39,30,794,3,4,2,8,2,0,9,9033,0
9034,249.576028,151,199,15,44,11,28.6,0,15,44,1610612747,20500865,3,39,30,794,4,3,1,11,3,0,9,9035,1
9035,288,181,2,59,38,61.64,62.6,0,59,38,1610612747,20500865,3,39,30,794,3,4,2,9,3,0,9,9036,0
9038,348,-75,158,14,33.44888431,18.20461483,3,0,14,37,1610612747,20500865,3,39,30,794,3,1,2,0,3,0,9,9039,1
9039,369,-13,10,51,21,2,62.36,0,51,21,1610612747,20500865,4,39,30,794,1,0,3,2,3,0,9,9040,0
9040,385,148,110,48,38,1,50.36,114.608,48,38,1610612747,20500865,3,39,30,794,3,3,2,1,3,0,9,9041,0
9041,393,161,206,59,46,0,3,16.59940165,59,46,1610612747,20500865,3,39,30,1557,4,3,1,0,3,0,9,9042,1
9042,398,158,209,15,46,0,100.36,0,15,46,1610612747,20500865,3,39,30,794,4,3,1,0,3,0,9,9043,0
9044,441,125,238,59,46,8,4,94.608,59,46,1610612747,20500865,3,39,30,794,4,3,1,8,3,0,9,9045,0
9045,444,-20,10,37,22,8,4,0,37,22,1610612747,20500865,4,39,30,794,1,0,3,8,3,0,9,9046,1
9046,453,-169,141,28.32938185,42,7,4,0,49,42,1610612747,20500865,3,39,30,794,3,1,2,7,4,0,9,9047,0
9047,461,71,72,21,33.44888431,6,4,0,21,30,1610612747,20500865,3,39,30,794,2,4,4,0,4,0,9,9048,0
9048,472,130,74,2,34,5,4,0,2,34,1610612747,20500865,3,39,30,794,2,4,2,5,4,0,9,9049,1
9050,507,186,-5,56,38,1,4,0,56,38,1610612747,20500865,3,39,30,794,3,4,2,1,4,0,9,9051,1
9052,31,0,0,53,20,6,1,0,53,20,1610612747,20500873,4,39,34,795,1,0,3,6,1,0,9,9053,1
9054,249.576028,-138,130,2,38,3,15.99410934,0,81.2,38,1610612747,20500873,3,8,34,795,3,1,2,0,1,0,9,9055,0
9055,72,163,18,28,36,78.64,91.36,0,28,36,1610612747,20500873,3,39,34,795,3,4,2,2,1,0,9,9056,1
9056,78,8,31,28,23,1,1,64.608,28,38.8018519,1610612747,20500873,4,39,34,795,1,0,3,1,1,0,9,9057,1
9057,85,-13,128,28.32938185,32,0,1,32.8,47,32,1610612747,20500873,3,26,34,795,2,0,4,0,1,0,9,9058,1
9058,90,-66,71,28,29,0,15.99410934,0,28,19.728,1610612747,20500873,3,39,34,795,2,2,4,0,1,0,9,9059,1
9059,136,143,150,36,40,88.64,108.36,0,36,80.4,1610612747,20500873,3,11,34,795,3,3,2,7,2,0,9,9060,0
9060,154,0,0,33,20,6,15.99410934,0,39.02730256,32.4,1610612747,20500873,3,39,34,1557,1,0,3,6,2,0,9,9061,0
9061,158,128,237,29,46,6,2,40.8,29,46,1610612747,20500873,3,39,34,795,4,3,1,6,2,0,9,9062,0
9062,226,-97,135,11,36,11,101.36,0,11,38.8018519,1610612747,20500873,3,39,34,795,3,1,2,11,3,0,9,9063,0
9063,241,107,179,14,40,9,3,0,14,40,1610612747,20500873,3,39,34,795,3,3,2,9,3,0,9,9064,1
9064,243,158,242,28.32938185,33.44888431,8,3,0,39,48,1610612747,20500873,3,18,34,795,4,3,1,8,3,0,9,9065,0
9065,258,161,2,28.32938185,36,6,3,0,55,36,1610612747,20500873,3,39,34,795,3,4,2,6,3,0,9,9066,1
9066,261,-133,155,24,40,6,3,0,24,40,1610612747,20500873,3,14,34,795,3,1,2,6,3,0,9,9067,1
9067,277,7.383876043,17,1,31,5,3,0,1,31,1610612747,20500873,3,38,34,795,2,0,2,5,3,0,9,9068,0
9068,281,128,229,32,33.44888431,4,3,0,32,38.8018519,1610612747,20500873,3,56,34,795,4,3,1,4,3,0,9,9069,1
9069,353,144,71,26,36,8,4,0,26,50.4,1610612747,20500873,3,29,34,795,3,4,2,8,4,0,9,9070,0
9070,373,0,0,28.32938185,20,6,103.36,0,127.7856,81.4,1610612747,20500873,1,39,34,795,1,0,3,6,3,0,9,9071,1
9071,380,97,33,28,30,5,4,0,28,30,1610612747,20500873,3,51,34,795,2,4,2,5,4,0,9,9072,0
9073,388,0,0,52,20,4,4,0,52,20,1610612747,20500873,4,39,34,795,1,0,3,4,4,0,9,9074,0
9074,391,-48,112,39,32,4,4,0,39,40.4,1610612747,20500873,3,31,34,795,2,0,4,4,4,0,9,9075,0
9075,395,126,155,9,39,47.2,97.36,0,9,83.4,1610612747,20500873,3,39,34,795,1,3,2,4,4,0,9,9076,1
9076,397,-97,-5,36,29,77.64,4,16.59940165,36,23.4,1610612747,20500873,3,39,34,795,2,2,2,3,4,0,9,9077,0
9078,43,0,91.1269335,4,20,5,1,0,4,38.8018519,1610612747,20500888,3,12,15,796,1,0,3,5,1,0,9,9079,1
9079,67,128,112,15,37,3,30.36,0,15,37,1610612747,20500888,3,39,15,796,3,3,2,3,1,0,9,9080,1
9080,70,-182,-13,47,38,2,1,56.608,113.2,38,1610612747,20500888,3,36,15,796,3,2,2,0,1,0,9,9081,0
9081,75,0,0,37,20,2,1,0,68.7856,20,1610612747,20500888,4,39,15,796,1,0,3,2,1,0,9,9082,1
9082,77,43,45,7,26,2,15.99410934,0,141.7856,30.4,1610612747,20500888,3,15,15,796,1,0,4,2,1,0,9,9083,1
9083,90,121,233,20,46,0,1,121.928,82.2,46,1610612747,20500888,3,40,15,796,4,3,2,0,1,0,9,9084,0
9084,136,-158,95,29,38,6,15.99410934,123.608,29,38,1610612747,20500888,3,29,15,796,3,2,2,6,2,0,9,9085,0
9085,140,0,0,55,20,18.20461483,2,0,100.7856,20,1610612747,20500888,4,39,15,796,1,0,3,0,2,0,9,9086,0
9086,152,11,204,26,40,5,2,16.59940165,26,40,1610612747,20500888,3,18,15,796,3,0,2,5,2,0,9,9087,1
9088,249.576028,7.383876043,30,37,34,48.64,38.36,90.608,37,34,1610612747,20500888,3,39,15,796,2,2,2,0,2,0,9,9089,0
9089,207,0,0,0,20,0,2,0,0,51.4,1610612747,20500888,4,39,15,796,1,0,2,0,2,0,9,9090,1
9090,224,-189,107,14,41,98.64,3,0,14,41,1610612747,20500888,3,39,15,796,3,2,2,10,3,0,9,9091,0
9091,227,0,0,50,20,9,3,49.608,50,97.728,1610612747,20500888,1,39,15,796,1,0,3,9,3,0,9,9092,1
9092,231,-195,112,12,42,9,52.36,0,130.7856,42,1610612747,20500888,3,39,15,796,3,2,2,9,3,0,9,9093,0
9093,235,75,17,47,27,8,3,0,47,27,1610612747,20500888,3,39,15,796,1,0,4,8,3,0,9,9094,0
9094,245,138,-5,43,33.44888431,7,3,101.8,127.7216,31.4,1610612747,20500888,3,24,15,796,2,4,2,7,3,0,9,9095,0
9095,251,0,0,46,20,75.2,3,0,46,20,1610612747,20500888,4,39,38,796,1,0,3,6,3,0,9,9096,1
9097,263,23,199,19,40,5,108.36,0,19,40,1610612747,20500888,3,39,15,796,3,0,2,5,3,0,9,9098,0
9098,267,0,0,54,20,4,3,0,54,20,1610612747,20500888,3,4,15,796,1,0,3,4,3,0,9,9099,1
9099,283,0,0,18,33.44888431,3,100.36,0,18,20,1610612747,20500888,4,39,15,796,1,0,3,3,3,0,9,9100,1
9100,301,-10,265,6,46,1,3,0,6,35.4,1610612747,20500888,3,16,15,796,4,0,1,1,3,0,9,9101,0
9101,310,151,15,0,35,0,3,62.608,0,35,1610612747,20500888,3,52,15,796,2,4,2,0,3,0,9,9102,1
9102,369,-189,212,10,48,84.64,4,0,10,48,1610612747,20500888,3,44,15,796,4,1,1,6,4,0,9,9103,0
9103,401,159,210,25,46,4,58.36,0,119.7216,46,1610612747,20500888,3,39,15,796,1,3,1,4,4,0,9,9104,1
9104,403,-72,91.1269335,49,45,3,4,0,33.2,45,1610612747,20500888,3,11,15,796,4,0,1,3,4,0,9,9105,1
9105,249.576028,80,258,8,47,3,90.36,0,101.2,38.8018519,1610612747,20500888,3,39,15,796,4,0,1,3,4,0,9,9106,1
9106,249.576028,-103,245,33,46,90.2,4,0,42.2,46,1610612747,20500888,3,22,15,796,4,1,1,2,4,0,9,9107,1
9107,415,11,252,38,45,1,107.36,0,84.7856,45,1610612747,20500888,3,21,15,1557,4,0,1,1,4,0,9,9108,0
9109,4,126,91.1269335,23,39,11,1,109.928,26.2,39,1610612747,20500903,3,27,56,797,3,3,2,11,1,0,9,9110,0
9110,9,0,91.1269335,1,20,11,1,0,1,20,1610612747,20500903,4,39,56,797,1,0,3,11,1,0,9,9111,1
9112,16,6,209,0,40,18.20461483,83.36,0,0,38.8018519,1610612747,20500903,3,41,56,797,3,0,2,10,1,0,9,9113,0
9113,249.576028,97,110,5,34,6,1,0,73.2,34,1610612747,20500903,3,44,56,1557,2,4,2,6,1,0,9,9114,1
9115,64,171,3,55,37,4,41.36,0,55,13.4,1610612747,20500903,3,42,56,797,3,4,2,4,1,0,9,9116,0
9116,87,-161,99,55,38,1,1,16.59940165,39.02730256,38,1610612747,20500903,3,1,56,797,3,2,2,1,1,0,9,9117,0
9117,91,-199,183,23,47,1,1,0,23,9.4,1610612747,20500903,3,39,56,797,4,1,1,1,1,0,9,9118,1
9118,153,117,22,22,31,7,2,0,22,36.4,1610612747,20500903,3,22,56,797,2,4,2,7,2,0,9,9119,0
9120,191,-92,186,3,40,4,45.36,16.59940165,39.02730256,108.4,1610612747,20500903,3,39,56,797,3,1,2,4,2,0,9,9121,0
9121,205,0,0,43,20,2,2,73.8,39.02730256,20,1610612747,20500903,3,39,56,797,1,0,3,2,2,0,9,9122,0
9122,221,-141,214,39,45,1,2,0,39,45,1610612747,20500903,3,39,56,797,4,1,1,1,2,0,9,9123,0
9123,268,120,209,6,44,11,105.36,0,6,44,1610612747,20500903,3,39,56,797,4,3,1,11,3,0,9,9124,0
9125,278,0,0,3,20,10,3,0,3,38.8018519,1610612747,20500903,3,39,56,797,1,0,3,10,3,0,9,9126,0
9126,297,-34,56,48,26,7,15.99410934,0,48,26,1610612747,20500903,3,39,56,797,1,0,4,7,3,0,9,9127,1
9128,310,0,0,15,20,6,3,0,111.7856,38.8018519,1610612747,20500903,4,39,56,797,1,0,3,6,3,0,9,9129,0
9129,318,118,219,33,44,5,3,0,33,44,1610612747,20500903,3,56,56,797,4,3,1,5,3,0,9,9130,0
9130,326,7.383876043,91.1269335,5,38,5,3,0,5,38,1610612747,20500903,3,39,56,797,3,2,2,5,3,0,9,9131,0
9132,403,133,171,12,41,8,4,0,12,41,1610612747,20500903,3,39,56,797,3,3,2,8,4,0,9,9133,1
9133,405,-56,56,49,27,7,4,0,49,27,1610612747,20500903,3,39,56,797,1,0,4,7,4,0,9,9134,0
9134,417,-159,91.1269335,9,36,7,4,0,39.02730256,36,1610612747,20500903,3,11,56,1557,3,2,2,7,4,0,9,9135,0
9136,438,207,2,9,40,5,4,0,9,40,1610612747,20500903,3,39,56,797,3,4,2,5,4,0,9,9137,1
9137,249.576028,0,0,47,20,4,4,16.59940165,47,20,1610612747,20500903,3,56,56,797,1,0,3,4,4,0,9,9138,1
9140,458,163,69,28.32938185,37,1,4,126.608,38,37,1610612747,20500903,3,39,56,797,3,4,2,1,4,0,9,9141,1
9143,249.576028,3,36,11,23,3,1,0,11,23,1610612747,20500916,3,47,5,798,1,0,3,3,1,0,9,9144,1
9144,78,136,82,58,35,1,15.99410934,0,58,35,1610612747,20500916,3,50,5,798,2,4,2,1,1,0,9,9145,0
9145,92,-169,176,24,44,34.2,15.99410934,0,24,44,1610612747,20500916,3,39,38,798,4,1,1,0,1,0,9,9146,0
9147,100,7.383876043,100,47,36,11,2,0,47,36,1610612747,20500916,3,1,5,798,3,1,2,11,2,0,9,9148,0
9148,108,118,17,46,31,10,2,0,46,31,1610612747,20500916,3,39,5,798,2,4,2,10,2,0,9,9149,0
9149,114,-3,0,20,20,10,2,0,20,57.728,1610612747,20500916,4,39,38,798,1,0,3,10,2,0,9,9150,1
9150,120,-5,0,2,20,88.2,2,0,2,38.4,1610612747,20500916,4,39,38,798,1,0,3,9,2,0,9,9151,1
9151,249.576028,-120,187,52,42,4,2,0,58.7856,42,1610612747,20500916,3,39,5,798,3,1,2,4,2,0,9,9152,1
9152,163,0,-3,12,20,4,2,0,46.7856,20,1610612747,20500916,4,39,5,798,1,0,3,4,2,0,9,9153,1
9154,183,-25,288,38,48,1,2,0,38,48,1610612747,20500916,3,12,5,798,4,0,1,1,2,0,9,9155,0
9155,188,161,95,0,38,1,2,0,0,38,1610612747,20500916,3,39,5,1557,3,4,2,1,2,0,9,9156,0
9156,199,146,66,28.32938185,36,0,2,0,140.7856,36,1610612747,20500916,3,39,5,798,3,4,2,0,2,0,9,9157,0
9159,260,52,123,6,33,18.20461483,3,0,6,33,1610612747,20500916,3,29,38,798,2,0,4,5,3,0,9,9160,0
9160,276,47,49,5,26,3,15.99410934,0,119.2,37.4,1610612747,20500916,3,25,5,798,1,0,4,3,3,0,9,9161,0
9161,287,192,169,31,45,1,3,0,31,66.728,1610612747,20500916,3,39,5,798,1,3,1,1,3,0,9,9162,0
9162,317,-18,95,1,29,11,4,0,1,29,1610612747,20500916,3,39,5,798,2,0,4,11,4,0,9,9163,0
9163,347,121,87,24,34,8,4,0,24,34,1610612747,20500916,3,39,5,798,2,4,2,8,4,0,9,9164,0
9165,359,7.383876043,10,45,21,6,35.36,70.608,45,21,1610612747,20500916,3,46,5,798,1,0,3,6,4,0,9,9166,1
9166,249.576028,138,91.1269335,8,33,18.20461483,15.99410934,0,8,108.4,1610612747,20500916,3,39,5,798,2,4,2,5,4,0,9,9167,1
9167,376,7.383876043,179,45,44,3,4,85.8,101.7856,30.4,1610612747,20500916,3,39,5,798,4,3,2,3,4,0,9,9168,0
9168,379,-11,7,27,21,3,4,98.8,27,21,1610612747,20500916,1,39,5,798,1,0,3,3,4,0,9,9169,1
9169,386,148,95,52,37,2,4,0,101.2,37,1610612747,20500916,3,44,5,798,3,4,2,2,4,0,9,9170,0
9170,388,126,87,29,35,2,4,0,29,35,1610612747,20500916,3,49,5,798,2,4,2,2,4,0,9,9171,1
9172,66,182,123,34,33.44888431,38.2,68.36,81.608,34,41,1610612747,20500930,3,36,31,799,3,4,2,4,1,0,9,9173,0
9173,99,0,225,50,42,1,1,0,50,42,1610612747,20500930,3,27,31,799,3,0,2,1,1,0,9,9174,0
9174,106,-118,137,17,38,1,1,0,17,68.4,1610612747,20500930,3,39,31,799,3,1,2,1,1,0,9,9175,0
